Type,Index,0600,0700,0800,0900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,0000,0100,0200,0300,0400,0500
Actual,1,2826.95,2828.94,2820.88,2846.19,2867.23,2882.25,2888.85,2943.78,2999.1,3052.94,3101.98,3162.35,3152.06,3203.2,3162.59,3147.06,3122.29,3068.82,3061.93,3029.66,3006.81,2997.71,2943.65,2885.49
Forecast,1,2685.03,2737.52,2655.8601,2666.72,2616.96,2686.6599,2690.6399,2762.8799,2813.6599,2828.0,2862.27,2946.5801,2946.3899,2955.72,2981.0601,2979.4299,2921.95,2891.4299,2892.9299,2822.53,2816.28,2752.48,2746.49,2721.77
Simulation,1,2653.5455601886524,2725.3500288333616,2635.0173943860564,2682.6432636415398,2577.7130018496014,2708.607256130626,2632.4209812048252,2746.1732878900434,2748.908220802871,2759.0768298126573,2825.5170506523614,2849.170030033711,2865.950177357498,2806.785592416928,2801.010600485429,2654.5191377220094,2689.7596171606283,2587.3180817130974,2636.7307940501632,2541.689832829392,2472.401762746211,2557.3352019248196,2817.033115789625,2720.54573412952
Simulation,2,2767.7541151834653,2732.277453302851,2679.548066382206,2742.0982924286627,2661.5675780181455,2803.101725564544,2723.2898003318114,2802.787114954049,2874.664344783231,2862.6774174963575,2900.9381839477437,2975.9619097940713,2988.1783230083165,2932.684672620863,2955.2371724906884,2948.361351231833,2803.3485049612927,2875.770853036841,2861.357555250094,2822.190840143179,2814.589598428014,2797.9579961572035,2800.687332381115,2735.785377510936
Simulation,3,2781.1033474490837,2838.127783313502,2751.324490565765,2717.063234567404,2641.2540931670837,2690.982693285773,2671.365622529603,2839.628963665689,2856.0692873312964,2842.596706569344,3007.0375987736797,3084.0539612894245,3075.8295833469233,3036.661874321803,3042.7936119718042,3040.3348777481415,2987.284893243571,2941.154535252602,2907.597610498684,2856.7546631928562,2772.737994855969,2755.608815032217,2700.4603447183463,2694.8499719718607
Simulation,4,2665.3861300295116,2719.5191758978017,2655.0520289912715,2660.850363962794,2589.439887421821,2610.804232463892,2473.773892904933,2442.5100042202325,2403.227370316503,2545.4059870325145,2597.588099171493,2580.1222136864244,2717.9151178189113,2646.559130362734,2594.5381256227192,2785.7274075653863,2786.988986212962,2740.575605542792,2774.7039952343753,2699.8194559738395,2783.549804485226,2776.0632587826617,2846.457743798547,2803.911808133908
Simulation,5,2613.4334622923957,2681.510307604664,2573.3201452232806,2504.2904441870783,2536.7952267126175,2585.6638196486415,2639.128515352386,2781.4468715081543,2863.3399931033896,2848.9431979986985,2904.0317805515565,2998.220920026826,2989.578036398087,2976.514752713808,2940.7820538548767,3013.771543601284,2958.100944483073,2997.646919800969,2912.7302715819815,2805.8298816563465,2866.1840514908536,2742.5575167397983,2719.6871099156524,2703.7504283398653
Simulation,6,2797.866755741091,2781.3028034098174,2671.2501980067645,2629.786654815069,2540.351269090864,2548.7504924503455,2393.6571658642915,2485.4182976152347,2456.884298776106,2491.657855061814,2613.668728712951,2881.8376275635146,2926.3814992093244,2926.7474221468237,2942.2200496683286,3027.194444173746,2936.9969315484063,2885.6202183698583,2880.1770764122116,2836.718439675399,2853.501002282549,2706.989446072901,2765.3146353088737,2739.286634026418
Simulation,7,2697.3867387066384,2626.6295122804327,2565.330033965351,2534.6620022805973,2529.773744592363,2575.082792138547,2615.620892285817,2582.1389932041056,2663.2195835713983,2653.185474718683,2670.023931225236,2859.769657175296,2847.3238335762558,2868.085662113819,2895.125155625647,2918.5793449202715,2786.9515669218617,2876.4932045756564,2891.2267663181115,2739.388393259492,2804.110041078346,2633.078333849893,2762.395769601646,2693.808694593735
