Type,Index,0600,0700,0800,0900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,0000,0100,0200,0300,0400,0500
Actual,1,1652.37,1602.46,1580.05,1605.76,1702.47,1715.03,1831.58,1958.13,2168.22,2329.58,2474.69,2587.82,2690.8,2735.78,2664.49,2687.74,2600.09,2445.36,2358.05,2261.87,2111.67,1985.44,1862.27,1747.88
Forecast,1,1716.28,1654.91,1629.92,1702.9301,1869.48,1892.12,2026.35,2111.53,2322.6799,2496.6201,2665.04,2893.01,2949.73,2955.8101,2929.72,2920.49,2817.47,2675.6499,2616.3501,2470.52,2276.3301,2059.8899,1867.5183,1768.0752
Simulation,1,1873.230847793797,1697.47,1703.7570099864336,1769.904020534933,1838.5087515972891,1819.848717548193,1824.3263434156809,1860.9636974394816,2037.934368869831,2193.1039185160453,2255.386174469372,2455.2835920753346,2218.005302501272,2327.1538806310577,2569.0233819244077,2637.3583941657407,2497.3514227238925,2579.0264332575834,2536.932556970257,2430.5056919329186,2293.6253655291775,2088.727483241439,1909.2004994523413,1774.9595107009097
Simulation,2,2057.8418983660345,1970.5819738535572,1906.4678155869544,2210.3506270047656,2210.468884193648,2218.8292680979334,2375.407792602471,2483.87503255483,3359.5491787370765,2980.949190593426,2978.53518825837,3016.3189897873403,3055.903733956855,3036.4830871758104,3018.8681075177155,3010.2089089617707,2923.920328090129,2818.522000489634,2790.9891370139144,2630.15230605752,2503.054134551282,2289.4301583112883,1967.6115672145734,1860.8672021957823
Simulation,3,1784.9865796760698,1771.1753368022937,1734.901248581284,1794.392464253522,1893.3304671662995,1940.4743927943643,1963.2017726274341,2101.7174216328035,2273.9630117607394,2351.4605398949034,2576.0582419674865,2802.802966288764,2851.4379548206407,2880.4012750822435,2898.240137804569,2916.6215351344945,2742.875766221272,2654.14427939429,2619.030867720283,2464.849803125521,2207.2433296623376,2039.6379706563616,1879.782671511783,1740.81529185081
Simulation,4,1779.4755030605345,1706.9177941722705,1636.5177289201856,1732.8298516187886,1835.6377246618008,1828.6745467066614,1962.8964008572227,2079.6517202640393,2242.4758472696612,2392.7398416197598,2508.5633492941506,2724.4515937713645,2676.8696245059764,2599.578649407003,2599.2470989887456,2555.4218168912994,2395.9295822524423,2310.68030944597,2270.954918212527,2088.2109731518876,1951.2554113155843,1781.7384976575331,1655.5512573837284,1485.8134374824424
Simulation,5,1681.285333638724,1686.9442045525652,1689.3325253240025,1734.0502939333046,1822.9848254515748,1858.87,2030.9619074586583,2143.142292866079,2405.239577800526,2541.543321916006,2644.901863440607,2843.1470085098836,2925.372871929441,2947.1798076644927,2875.762620062563,2865.2154642654623,2793.011694837167,2584.4129324669843,2590.7453116272977,2493.9232755262346,2303.1062014861914,2064.7107501367173,1823.5741866889985,1901.2129723299872
Simulation,6,1734.5835784539727,1699.3,1556.3015463426643,1722.9173386841755,1867.6979273717695,1946.760784986396,2000.7665062606113,2186.5026257568034,2360.545710616042,2554.8362937395186,2699.822299383631,2912.7070972227334,2987.137330861279,2989.842452820177,2921.1371115078186,2951.158208637012,2797.472142647311,2724.9109651276067,2686.0557889623506,2532.3930108211416,2456.1929919414356,2202.3865247045455,2032.3667535553448,1847.7648727698524
Simulation,7,1628.5337992958762,1688.3939801998138,1666.5245943806917,1718.5098415728726,1973.3417313894308,1905.4569450573108,2113.019586460938,2195.8388364407147,2364.3404434398767,2469.235049278281,2646.2970031964965,2858.7829839857386,2918.479928477854,2897.690628097055,2880.903326314856,2855.6962342635024,2717.7345589310285,2542.6883566316524,2558.514847086609,2431.595402132794,2317.5847431836855,2122.1056875949766,1931.5370590084224,1811.8464902415253
Simulation,8,1724.4633163321294,1634.4857163410943,1560.0517158385512,1623.7325955803815,1665.9865733551735,1754.0993941522959,1996.6141445835865,2056.377428389271,2285.246942582716,2242.462652535919,2380.275125570665,2610.5062807929094,2594.841699182498,2725.143283487467,2701.467035691527,2742.0808036686685,2666.7425827558836,2579.33925572871,2589.785575229074,2478.226240635958,2352.876409299209,2139.6186068190036,1799.3961970641808,1796.0441395103303
Simulation,9,1669.019099216918,1660.453415991439,1581.4957707960425,1704.8554286257324,1889.1269987698854,1898.329202337247,1935.2984597973207,2001.6479086520221,2214.4733664872233,2429.8741880107054,2552.4675008105455,2769.116980713916,2806.7528131869253,2861.3444140703236,2834.9160554534874,2826.8909416750744,2697.3868435464756,2580.6469404472214,2538.022865549219,2276.610955261997,2045.7584847325447,1966.792294259249,1907.6284660869862,1785.4852
Simulation,10,1790.2397086498154,1720.8671327223378,1735.7374362126636,1719.548032589189,1923.2631922638984,1875.4486423420271,1983.5272293289568,2026.1339655956863,2318.2863564653785,2421.376702825879,2538.28534556916,2814.8794813954846,2827.956562159288,2806.51590675945,2780.8123497715396,2702.275206242717,2717.826361455596,2620.9788209662465,2560.8199770486945,2444.5199157551983,2350.204206526541,2012.387130885052,1837.6297668632142,1648.5279562824805
Simulation,11,1739.0351909171632,1642.1686032197294,1639.6486224496873,1701.2478687752266,1819.1364477433237,1896.2002642190896,1963.2248484165295,1972.4614074259405,2107.784599982109,2296.045964494923,2540.6970792243815,2797.8881964729876,2850.5871291586955,2862.249410295056,2833.451738350082,2831.252245331201,2746.680741747134,2571.0776197359337,2536.149473856738,2459.630605950089,2291.390656810707,1997.2953573974578,1824.2289543976785,1708.969253908538
Simulation,12,1732.6151813417046,1628.144199656208,1592.2487194391333,1640.3723106242514,1803.4782552106326,1860.3519915389045,2010.7186488572008,2065.912019837442,2221.6761418094275,2339.8362280121396,2522.156498594771,2812.233327032921,2857.097663565133,2800.69558631274,2495.7025929018946,2475.5026062973006,2187.640553084728,2121.7105861044856,2313.6425584434596,2298.4134028583408,2188.8588121934686,1943.632906156092,1788.508160506703,1694.0456507558565
Simulation,13,1613.6197015583634,1552.0277816909224,1605.4817004340318,1639.9699660823833,1764.700060942101,1757.3903977106597,1999.8066626066066,2055.5430654125544,2176.3155890612165,2305.5780153926457,2391.346784986211,2548.5551712213573,2637.1482418189917,2804.521792373831,2826.996916843175,2899.1754405593415,2789.7244020544645,2697.287929893378,2560.5760421672007,2393.8009244110044,2178.445792169074,1931.103192566918,1789.3598297792043,1785.5054123267003
Simulation,14,1786.3478449022434,1732.9511501192646,1703.103212405509,1780.9377330832283,1868.4315907834546,1890.0432313085098,2041.9916721095894,2075.0182575147423,2268.633986194666,2234.9512720776806,2518.428079691249,2769.4042495242165,2652.3407140339987,2705.7073701636623,2805.295760331497,2770.840889792391,2674.4843998476586,2538.6415886516147,2540.871712308653,2464.2560740967974,2341.9277715631856,2116.369967572078,1833.5321638197674,1723.117911659394
Simulation,15,1762.7188957956944,1630.8091535366466,1709.8816530474105,1702.7661007018403,1843.116844996885,1843.1594427888833,2080.048597193919,2145.9607428166323,2302.7471214503266,2490.3625807754506,2637.1791804611644,2860.370962736963,2923.63623536132,2936.955097267418,2959.4608609340444,2956.371068984365,2844.4008576543642,2695.7507836641976,2624.4456669139445,2527.309378245885,2344.758176698966,2168.3493213139404,1886.2969232902112,1842.691126777297
Simulation,16,1566.1538719760943,1601.72,1571.9388902033627,1685.1039607734353,1898.5627927441992,1944.8180414785309,2008.7491164728883,2146.5879213117855,2370.8472554779414,2531.8366565172882,2592.090207889751,2822.0800570374995,2885.470680163406,2928.140615858637,2902.4088649380924,2887.0500302709597,2804.6003233014585,2678.349628471648,2690.461111239396,2559.1069384717084,2359.7158812135813,2164.568948094467,2011.1595534239161,1862.104882926138
Simulation,17,1906.895580199088,1854.2167273417983,1786.9093683389333,1871.638062257157,1942.231939260785,1994.5576380465545,2141.0097000382984,2139.422817997035,2345.506144598113,2542.92281665212,2738.0289834859695,2969.6494951047875,3023.9607963536773,3034.304761673797,3001.8254588169575,3007.677230413547,2904.6772143768426,2765.4366174902516,2782.508115936401,2652.064755825589,2488.1070524744864,2199.4799000000003,2190.0221128834414,1950.3128513542003
Simulation,18,1812.6179326291567,1730.2688150275467,1653.6400105141427,1718.5095353369493,1983.3786182234505,1919.2578131026821,2142.802765088628,2116.374012503354,2163.9004725626833,2283.1456892334995,2570.637152099261,2818.788658461697,2835.5440269048113,2816.990383862978,2816.334810897672,2845.309868746949,2746.5044593066054,2574.8031877893095,2546.738567511818,2451.858493650809,2306.5206912569647,2098.080889153166,1881.9612793753038,1773.3865802472274
